"","CGid","SYMBOL","GeneRegionID","seqnames","CGstart","CGend","width","strand","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","ENTREZID","transcriptId","distanceToTSS","ENSEMBL","GENENAME","flank_txIds","flank_geneIds","flank_gene_distances","genic","Intergenic","Promoter","fiveUTR","threeUTR","Exon","Intron","downstream","distal_intergenic","main_Categories","CpGislandseqnames","CpGislandstart","CpGislandend","CpGislandwidth","CpGislandstrand","CpGislandlen","CpGislandcount","CpGislandgc","CpGislandoe","CpGislandden","CpGislandpvalue","CpGisland","CGIslandNess","stackHMM","repeatElements","PMDstatus","PMDstatusDetailed","WCGW_inCommonPMDs","WCGW_GenomWide"
"32465","cg23891259","NFIA","NFIA_Intron","chr1",61418632,61418633,51,"-","Intron (uc001czu.3/uc001czu.3, intron 4 of 6)",1,61542946,61928460,385515,1,"4774","uc001czy.3",-124314,"ENSG00000162599","nuclear factor I A",NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk3",NA,"PMD","neither",NA,NA
"32466","cg23891594","NPAS4","NPAS4_threeUTR","chr11",66193939,66193940,50,"+","3' UTR",11,66188475,66194177,5703,1,"266743","uc001ohx.1",5415,"ENSG00000174576","neuronal PAS domain protein 4","uc001ohx.1;uc010rpc.1","266743;266743","0;0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"threeUTR","11",66193842,66194084,243,"*",243,21,0.637860082304527,0.84965034965035,0.0864197530864197,1.85891534681763e-13,"CpGisland","+","ReprPC6",NA,"HMD","neither",NA,NA
"32467","cg23893180","PSMB2","PSMB2_Intron","chr1",36081185,36081186,51,"+","Intron (uc001bzd.2/5690, intron 3 of 6)",1,36035413,36107445,72033,2,"5690","uc001bzd.2",26260,"ENSG00000126067","proteasome 20S subunit beta 2","uc001bzd.2;uc021olh.1;uc010ohz.2;uc001bzf.2","5690;5690;5690;5690","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tx4",NA,"HMD","commonHMD",NA,NA
"32468","cg23893313","NRARP","NRARP_Exon","chr9",140196313,140196314,51,"-","Promoter (<=1kb)",9,140194083,140196703,2621,2,"441478","uc004cmo.2",340,"ENSG00000198435","NOTCH regulated ankyrin repeat protein","uc004cmo.2;uc010ncf.1;uc004cmp.2","441478;54932;54932","0;64721;121351",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon","9",140195502,140196746,1245,"*",1245,193,0.762248995983936,1.06941625721,0.155020080321285,4.36630562428361e-173,"CpGisland","+","PromF5",NA,"HMD","neither",NA,NA
"32469","cg23893806","PHACTR2","PHACTR2_fiveUTR","chr6",143999122,143999123,50,"+","Promoter (<=1kb)",6,143999102,144152322,153221,1,"9749","uc003qjr.4",0,"ENSG00000112419","phosphatase and actin regulator 2","uc003qjq.4;uc010khh.3;uc003qjr.4;uc010khi.3","9749;9749;9749;9749","0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR","6",143999105,143999536,432,"*",432,50,0.715277777777778,0.910854347642743,0.115740740740741,6.68400487849486e-38,"CpGisland",NA,"TSS1","Low_complexity","PMD","neither",NA,NA
"32470","cg23895839","FAXC","FAXC_Exon","chr6",99797020,99797021,50,"+","Promoter (<=1kb)",6,99720793,99797531,76739,2,"84553","uc003ppj.4",512,"ENSG00000146267","failed axon connections homolog, metaxin like GST domain containing","uc003ppj.4","84553","0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","6",99796866,99797171,306,"*",306,18,0.650326797385621,0.562614913176711,0.0588235294117647,8.01381471801778e-09,"CpGisland","+","PromF5",NA,"HMD","neither",NA,NA
"32471","cg23899468","SOBP","SOBP_Intron","chr6",107882969,107882970,50,"-","Intron (uc003prw.1/55084, intron 4 of 4)",6,107811317,107910140,98824,1,"55084","uc003prw.1",71603,"ENSG00000112320","sine oculis binding protein homolog","uc003prw.1;uc003prx.3","55084;55084","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA17",NA,"HMD","neither",NA,NA
"32472","cg23899560","POU3F2","POU3F2_Intergenic_upstream","chr6",98911482,98911483,51,"+","Distal Intergenic",6,99282580,99286666,4087,1,"5454","uc003ppe.3",-371098,"ENSG00000184486","POU class 3 homeobox 2",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Quies2",NA,"PMD","commonPMD",NA,NA
"32473","cg23900277","LRMDA","LRMDA_Intergenic_upstream","chr10",77357802,77357803,50,"-","Distal Intergenic",10,77542519,78317126,774608,1,"83938","uc001jxi.3",-184716,"ENSG00000148655","leucine rich melanocyte differentiation associated",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"BivProm3",NA,"HMD","neither",NA,NA
"32474","cg23901148","FZD1","FZD1_Intergenic_downstream","chr7",90972219,90972220,50,"-","Distal Intergenic",7,90893783,90898132,4350,1,"8321","uc003ula.3",78486,"ENSG00000157240","frizzled class receptor 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhWk3",NA,"PMD","commonPMD",NA,NA
"32475","cg23902298","EGR4","EGR4_fiveUTR","chr2",73520828,73520829,51,"-","Promoter (<=1kb)",2,73518057,73520829,2773,2,"1961","uc010yrj.2",0,"ENSG00000135625","early growth response 4","uc010yrj.2;uc010yrk.1","1961;1961","0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","2",73520710,73521031,322,"*",322,40,0.720496894409938,0.95897550443005,0.124223602484472,8.52775480881593e-32,"CpGisland","+","BivProm1",NA,"PMD","commonPMD",NA,NA
"32476","cg23904269","RABAC1","RABAC1_Intergenic_downstream","chr19",42437498,42437499,50,"-","Distal Intergenic",19,42460833,42463528,2696,2,"10567","uc002osf.3",26079,"ENSG00000105404","Rab acceptor 1","uc002osc.3","9138","0",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream","19",42437192,42437499,308,"*",308,25,0.590909090909091,1.00574712643678,0.0811688311688312,3.02318758576809e-15,"CpGisland","+","ReprPC2",NA,"PMD","neither",NA,NA
"32477","cg23904344","PCNX3","PCNX3_Exon","chr11",65397038,65397039,51,"-","Exon (uc001oey.2/399909, exon 26 of 35)",11,65383783,65404910,21128,1,"399909","uc001oey.2",13255,"ENSG00000197136","pecanex 3","uc001oey.2;uc009yqn.3;uc001oez.2","399909;399909;399909","0;4440;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxEx2",NA,"HMD","commonHMD",NA,NA
"32478","cg23905307","HOXC4","HOXC4_Intron","chr12",54443013,54443014,50,"+","Intron (uc001seu.3/3221, intron 1 of 3)",12,54410642,54449814,39173,1,"3221","uc001seu.3",32373,"ENSG00000198353","homeobox C4","uc001seu.3;uc001sex.3","3221;3221","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ReprPC1",NA,"PMD","commonPMD",NA,NA
"32479","cg23906704","SRRM2","SRRM2_Exon","chr16",2806558,2806559,50,"-","Exon (uc002crk.3/23524, exon 2 of 15)",16,2802330,2818262,15933,1,"23524","uc002crj.1",4178,"ENSG00000167978","serine/arginine repetitive matrix 2","uc010uwg.1;uc002crj.1;uc002crk.3;uc002crl.1;uc010bsu.1","100128788;23524;23524;23524;23524","-3907;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","16",2806312,2806579,268,"*",268,29,0.720149253731343,0.834801288936627,0.108208955223881,2.74125920662051e-21,"CpGisland","+","TxEx4",NA,"HMD","neither",NA,NA
"32480","cg23907260","CD40LG","CD40LG_Promoter","chrX",135730265,135730266,51,"+","Promoter (<=1kb)",23,135730336,135742549,12214,1,"959","uc004faa.3",-71,"ENSG00000102245","CD40 ligand","uc004faa.3;uc010nsd.3;uc010nse.1","959;959;959","0;0;-2160",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","EnhWk6","Simple_repeat",NA,NA,NA,NA
"32481","cg23908395","GATAD2B","GATAD2B_Promoter","chr1",153895803,153895804,50,"+","Promoter (<=1kb)",1,153777203,153895451,118249,2,"57459","uc001fdb.4",-303,"ENSG00000143614","GATA zinc finger domain containing 2B","uc001fdb.4","57459","0",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","PromF4",NA,"HMD","commonHMD",NA,NA
"32482","cg23911027","GLI3","GLI3_Intron","chr7",42253300,42253301,50,"+","Intron (uc011kbh.2/2737, intron 2 of 14)",7,42000548,42276618,276071,2,"2737","uc011kbh.2",23318,"ENSG00000106571","GLI family zinc finger 3","uc011kbh.2","2737","0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA17",NA,"PMD","commonPMD",NA,NA
"32483","cg23912792","JADE3","JADE3_Exon","chrX",46887347,46887348,50,"+","Exon (uc004dgx.3/9767, exon 6 of 11)",23,46771736,46920641,148906,1,"9767","uc004dgx.3",115612,"ENSG00000102221","jade family PHD finger 3","uc004dgx.3;uc004dgy.3","9767;9767","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxWk2",NA,NA,NA,NA,NA
"32484","cg23914384","EPB41L3","EPB41L3_fiveUTR","chr18",5419856,5419857,51,"+","5' UTR",18,5392388,5628990,236603,2,"23136","uc010dkq.1",209134,"ENSG00000082397","erythrocyte membrane protein band 4.1 like 3","uc002kms.1;uc010wze.1;uc010wzf.1;uc010wzg.1;uc010dkr.2;uc010wzh.1;uc002kmt.1;uc002kmu.1;uc010dkq.1","23136;23136;23136;23136;23136;23136;23136;23136;23136","0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA6",NA,"PMD","commonPMD",NA,NA
"32485","cg23916454","ZNF521","ZNF521_Intron","chr18",22869057,22869058,50,"-","Intron (uc002kvk.2/25925, intron 3 of 7)",18,22641888,22932214,290327,2,"25925","uc002kvk.2",63106,"ENSG00000198795","zinc finger protein 521","uc002kvk.2;uc002kvl.2;uc010dly.2;uc010xbe.1","25925;25925;25925;25925","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA4",NA,"PMD","commonPMD","WCGW","WCGW"
"32486","cg23916518","MIR924HG","MIR924HG_Intron","chr18",37056332,37056333,50,"+","Intron (uc010xcj.1/647946, intron 3 of 3)",18,36786888,37380282,593395,2,"647946","uc002lal.1",323950,"ENSG00000267374","MIR924 host gene","uc010xcj.1;uc002lal.1","647946;647946","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Quies3",NA,"PMD","commonPMD",NA,NA
"32487","cg23916624","MIR5047","MIR5047_Exon","chr17",62497426,62497427,50,"-","Promoter (<=1kb)",17,62497332,62497431,100,2,"100616408","uc021ubs.1",0,"ENSG00000284368","microRNA 5047","uc021ubr.2;uc021ubs.1;uc002jei.3;uc010deg.2;uc010deh.2;uc002jej.2;uc002jek.2;uc010wqa.1;uc002jel.1","100616387;100616408;11232;11232;1655;1655;1655;1655;1655","0;0;-4244;-4244;0;0;0;0;1989",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"TxEnh4",NA,"HMD","commonHMD",NA,NA
"32488","cg23916861","ARX","ARX_Promoter","chrX",25039338,25039339,51,"-","Promoter (5-6kb)",23,25021813,25034065,12253,2,"170302","uc004dbp.4",-5323,"ENSG00000004848","aristaless related homeobox",NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter","X",25039332,25039415,84,"*",84,10,0.583333333333333,1.44827586206897,0.119047619047619,5.37026498614893e-08,"CpGisland","+","BivProm2",NA,NA,NA,NA,NA
"32489","cg23917034","NFIB","NFIB_Intron","chr9",14096730,14096731,50,"+","Intron (uc003zld.3/4781, intron 10 of 10)",9,14081842,14398982,317141,2,"4781","uc022bdp.1",302252,"ENSG00000147862","nuclear factor I B","uc003zld.3;uc003zle.3;uc003zlf.3;uc022bdo.1;uc022bdp.1","4781;4781;4781;4781;4781","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhA1",NA,"HMD","commonHMD",NA,NA
"32490","cg23918841","EPSTI1","EPSTI1_Intron","chr13",43524515,43524516,50,"-","Intron (uc001uyw.2/94240, intron 6 of 12)",13,43460524,43566407,105884,2,"94240","uc001uyw.2",41841,"ENSG00000133106","epithelial stromal interaction 1","uc001uyw.2;uc001uyx.2","94240;94240","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Tx8",NA,"HMD","commonHMD",NA,NA
"32491","cg23920216","TENM4","TENM4_Intron","chr11",78824622,78824623,51,"+","Intron (uc001ozl.4/26011, intron 4 of 33)",11,78364328,79151695,787368,2,"26011","uc001ozl.4",327073,"ENSG00000149256","teneurin transmembrane protein 4","uc001ozl.4;uc009yvc.3","26011;26011","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhWk3",NA,"PMD","commonPMD",NA,NA
"32492","cg23923649","HS6ST3","HS6ST3_Exon","chr13",96743191,96743192,50,"+","Promoter (<=1kb)",13,96743093,97491816,748724,1,"266722","uc001vmw.4",49,"ENSG00000185352","heparan sulfate 6-O-sulfotransferase 3","uc001vmw.4","266722","0",TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm1",NA,"PMD","commonPMD",NA,NA
"32493","cg23923691","SLC25A21","SLC25A21_Intron","chr14",37497111,37497112,50,"-","Intron (uc001wtz.2/89874, intron 1 of 9)",14,37147126,37641865,494740,2,"89874","uc001wtz.2",144704,"ENSG00000183032","solute carrier family 25 member 21","uc001wtz.2;uc021rsf.1","89874;89874","0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Quies3",NA,"PMD","commonPMD","WCGW","WCGW"
"32494","cg23925685","PAX5","PAX5_fiveUTR","chr9",37034334,37034335,50,"+","Promoter (<=1kb)",9,36838531,37034476,195946,2,"5079","uc003zzo.1",142,"ENSG00000196092","paired box 5","uc003zzo.1;uc010mlo.1;uc010mlp.1;uc010mlq.1;uc010mlr.1;uc010mls.1;uc011lpw.1;uc011lpx.1;uc011lpy.1;uc011lpz.1;uc011lqa.1;uc011lqb.1;uc011lqc.1","5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079;5079","0;0;0;0;0;0;0;0;0;0;0;0;0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","9",37034213,37034488,276,"*",276,31,0.655797101449275,1.04494382022472,0.11231884057971,2.92335096873366e-23,"CpGisland","+","BivProm1",NA,"PMD","commonPMD",NA,NA
"32495","cg23925713","KCMF1","KCMF1_threeUTR","chr2",85280546,85280547,50,"+","3' UTR",2,85198231,85286595,88365,1,"56888","uc002sox.4",82317,"ENSG00000176407","potassium channel modulatory factor 1","uc002sox.4","56888","0",TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,"threeUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh4",NA,"HMD","commonHMD",NA,NA
"32496","cg23927870","GBF1","GBF1_Intron","chr10",104024367,104024368,50,"+","Intron (uc001kuw.3/8729, intron 3 of 9)",10,104005255,104142656,137402,1,"8729","uc001kux.2",19114,"ENSG00000107862","golgi brefeldin A resistant guanine nucleotide exchange factor 1","uc001kuw.3;uc001kux.2;uc001kuy.2;uc001kuz.2","8729;8729;8729;8729","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","TxEnh3",NA,"HMD","commonHMD",NA,NA
"32497","cg23928037","DSE","DSE_Exon","chr6",116720780,116720781,50,"-","Exon (uc011ebf.1/29940, exon 3 of 4)",6,116575336,116747990,172655,1,"29940","uc011ebf.1",145446,"ENSG00000111817","dermatan sulfate epimerase","uc011ebf.1;uc003pwq.1;uc003pws.3;uc011ebg.2;uc003pwt.3","29940;29940;29940;29940;29940","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh8",NA,"HMD","commonHMD",NA,NA
"32498","cg23928927","HMGB1","HMGB1_Intron","chr13",31038474,31038475,51,"+","Intron (uc001usx.3/3146, intron 1 of 4)",13,31032879,31191510,158632,2,"3146","uc001usz.3",153036,"ENSG00000189403","high mobility group box 1","uc001usv.3;uc001usx.3;uc001usy.3;uc001usz.3;uc001uta.1","3146;3146;3146;3146;3146","-40;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","PromF4",NA,"HMD","neither",NA,NA
"32499","cg23929037","CALCOCO1","CALCOCO1_Intergenic_downstream","chr12",54090866,54090867,50,"-","Distal Intergenic",12,54104902,54108477,3576,2,"57658","uc001see.3",17609,"ENSG00000012822","calcium binding and coiled-coil domain 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"HMD","commonHMD",NA,NA
"32500","cg23929585","LRBA","LRBA_Intron","chr4",151236375,151236376,51,"+","Intron (uc010ipi.3/987, intron 5 of 10)",4,151185811,151388937,203127,2,"987","uc010ipi.3",152562,"ENSG00000198589","LPS responsive beige-like anchor protein","uc003ilr.4;uc010ipi.3;uc003ils.4;uc003ilt.4;uc003ilu.4;uc010ipj.3","987;987;987;987;987;987","0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","EnhA18",NA,"HMD","commonHMD",NA,NA
"32501","cg23930466","ME3","ME3_Exon","chr11",86158235,86158236,50,"-","Exon (uc001pbz.3/10873, exon 11 of 14)",11,86152150,86383240,231091,2,"10873","uc001pbz.3",225005,"ENSG00000151376","malic enzyme 3","uc001pbz.3;uc001pca.3;uc009yvk.3;uc010rtr.1","10873;10873;10873;10873","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxWk2",NA,"HMD","commonHMD",NA,NA
"32502","cg23931487","ATP5MC2","ATP5MC2_Promoter","chr12",54071264,54071265,51,"+","Promoter (<=1kb)",12,54058944,54070512,11569,2,"517","uc009znc.3",-702,"ENSG00000135390","ATP synthase membrane subunit c locus 2","uc001sec.3;uc001sed.3;uc009znc.3","517;517;517","-1105;-702;-702",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter","12",54070889,54071301,413,"*",413,39,0.619854721549637,0.989130434782609,0.0944309927360775,5.11519609290928e-26,"CpGisland",NA,"PromF5",NA,"HMD","commonHMD",NA,NA
"32503","cg23931730","ANK1","ANK1_fiveUTR","chr8",41754001,41754002,51,"-","Promoter (<=1kb)",8,41510744,41754280,243537,2,"286","uc003xom.3",229,"ENSG00000029534","ankyrin 1","uc003xom.3","286","0",TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"fiveUTR","8",41753951,41754061,111,"*",111,12,0.657657657657658,1.02304147465438,0.108108108108108,4.94823063533391e-09,"CpGisland",NA,"BivProm2",NA,"HMD","neither",NA,NA
"32504","cg23932308","RARB","RARB_fiveUTR","chr3",25542721,25542722,51,"+","5' UTR",3,25215823,25639422,423600,1,"5915","uc011awl.2",326848,"ENSG00000077092","retinoic acid receptor beta","uc011awl.2;uc003cdi.2;uc003cdh.3","5915;5915;5915","0;0;0",TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,"fiveUTR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-","TxWk1",NA,"PMD","commonPMD",NA,NA
"32505","cg23932720","ZBTB47","ZBTB47_Exon","chr3",42701242,42701243,51,"-","Exon (uc003clu.2/92999, exon 2 of 6)",3,42695176,42709072,13897,1,"92999","uc003clu.2",6066,"ENSG00000114853","zinc finger and BTB domain containing 47","uc003clu.2","92999","0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,"Exon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","TxEnh4",NA,"HMD","neither",NA,NA
"32506","cg23933618","PAX6","PAX6_Intron","chr11",31837250,31837251,51,"-","Intron (uc009yjr.3/5080, intron 1 of 12)",11,31806340,31839509,33170,2,"5080","uc009yjr.3",2209,"ENSG00000007372","paired box 6","uc021qfo.1;uc001mte.5;uc001mtf.5;uc001mtg.5;uc001mth.5;uc021qfl.1;uc009yjr.3;uc021qfm.1;uc021qfp.1","440034;5080;5080;5080;5080;5080;5080;5080;5954","0;0;0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"PMD","neither",NA,NA
"32507","cg23934404","SOX1","SOX1_Intergenic_downstream","chr13",112758491,112758492,50,"+","Distal Intergenic",13,112721913,112726020,4108,1,"6656","uc001vsb.1",36528,"ENSG00000182968","SRY-box transcription factor 1",NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_downstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","BivProm2",NA,"PMD","commonPMD",NA,NA
"32508","cg23934484","CDH23","CDH23_Intron","chr10",73244016,73244017,51,"-","Intron (uc001jrv.3/64072, intron 1 of 4)",10,73156691,73575704,419014,1,"64072","uc001jrx.4",87325,"ENSG00000107736","cadherin related 23","uc001jrv.3;uc009xql.3;uc001jrw.4;uc001jry.3;uc001jrz.3;uc001jrx.4;uc021psl.1","64072;64072;64072;64072;64072;64072;64072","0;0;0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ReprPC5",NA,"PMD","neither",NA,NA
"32509","cg23934621","MIR1915HG","MIR1915HG_Promoter","chr10",21786489,21786490,50,"+","Promoter (<=1kb)",10,21783421,21786213,2793,2,"399726","uc001iqn.4",-227,"ENSG00000204682","MIR1915 host gene","uc021pnw.1;uc001iqn.4","100302129;399726","-870;-227",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Promoter","10",21785908,21786446,539,"*",539,49,0.705009276437848,0.746685137542054,0.0909090909090909,1.09439656802453e-31,"CpGisland",NA,"PromF5",NA,"PMD","neither",NA,NA
"32510","cg23935494","RANBP17","RANBP17_Intron","chr5",170562910,170562911,50,"+","Intron (uc003max.2/64901, intron 16 of 17)",5,170288896,170727019,438124,1,"64901","uc003mba.3",273965,"ENSG00000204764","RAN binding protein 17","uc003max.2;uc003may.2;uc003maz.2;uc010jjr.2;uc003mba.3","64901;64901;64901;64901;64901","0;0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Intron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"+","Acet3",NA,"PMD","neither",NA,NA
"32511","cg23936031","HOXA-AS3","HOXA-AS3_Exon","chr7",27183133,27183134,51,"+","Exon (uc003syn.2/3202, exon 1 of 2)",7,27179983,27195547,15565,1,"100133311","uc003syr.2",3100,"ENSG00000254369","HOXA cluster antisense RNA 3","uc003syr.2;uc003syp.3;uc003syn.2;uc003syo.2","100133311;100133311;3202;3203","0;0;0;0",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,"Exon","7",27182830,27183140,311,"*",311,41,0.717041800643087,1.04860197368421,0.131832797427653,8.88327952030673e-34,"CpGisland",NA,"PromF5",NA,"PMD","neither",NA,NA
"32512","cg23938154",NA,"NA_Intergenic_upstream","chr19",31587739,31587740,50,"-","Distal Intergenic",19,31640783,31641311,529,1,"94023","uc010xrm.2",-53094,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,"Intergenic_upstream",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"EnhWk3",NA,"PMD","commonPMD","WCGW","WCGW"
